ingredient_id,ingredient_name,category,subcategory
109550,pan fried,other,
109198,pancetta,fats/oils,
108776,pandan,other,
109897,paneer,other,
110244,panela,other,
109813,panko,other,
108854,papalo,other,
107973,papaya,fruit,
109814,pappardelle,other,
109020,paprika,other,
110245,parm,other,
110246,parma,other,
109395,parmesan,dairy,
108037,parmesan dressing,dairy,
110247,parmigiana,other,
110248,parmigiano,other,
109815,parmigiano reggiano,other,
108599,parsley,other,
107873,parsnip,other,
110249,pasilla,other,
108346,passion fruit,fruit,
109816,pasta,other,
109510,pastrami,other,
108368,pasture raised,other,
108293,pasture-raised,other,
110250,patties,other,
109376,pea,fortifier,
108048,pea protein,other,
108496,pea shoots,other,
107841,peach,fruit,
109552,peanut,nuts/seeds/grains,
109250,peanut butter,nuts/seeds/grains,
108998,peanut butter and jelly,nuts/seeds/grains,
108035,peanut dressing,fats/oils,
109131,peanut sauce,fats/oils,
107830,pear,fruit,
109360,pear cider,fruit,
109339,pecan,nuts/seeds/grains,
110253,pechuga,other,
107907,pecorino,dairy,
109818,pecorino romano,other,
109819,pecorino sardo,other,
110254,peel,other,
109890,penne,other,
109821,penne rigate,other,
110255,pepino,other,
109233,pepita,nuts/seeds/grains,
109378,pepper,other,
109878,pepper jack,other,
109023,peppercorn,other,
109164,peppercorn ranch,other,
110256,pepperjack,other,
109323,peppermint,other,
110257,pepperoncini,other,
109495,pepperoni,meat,
112134,peri peri,other,
108833,perilla,nuts/seeds/grains,
108303,pescatarian,other,
109451,pesto,nuts/seeds/grains,
110258,picadillo,other,
108674,picanha,meat,
110259,picante,other,
108805,pickle,other,
109057,pickled onion,other,
109286,pickled vegetable,other,
109822,pickles,other,
110260,pico,other,
109459,pico de gallo,other,
108994,pignoli,nuts/seeds/grains,
110262,pilaf,other,
110263,pilsner,other,
110264,pimento,other,
110265,pimiento,other,
110267,pina colada,other,
110268,pine,other,
108118,pine nut,nuts/seeds/grains,
108227,pineapple,fruit,
110269,pineapple juice,other,
108851,pink peppercorn,nuts/seeds/grains,
107817,pink salt,other,
110270,pinot,other,
110271,pinto,other,
109186,pinto bean,nuts/seeds/grains,
108124,pistachio,nuts/seeds/grains,
108128,pistachio milk,nuts/seeds/grains,
110273,pita,other,
109097,pita chip,nuts/seeds/grains,
109823,pizza dough,other,
110275,piña,other,
109303,plant based,not applicable,
108280,plant based egg,other,
109193,plant based meat,other,
108324,plantain,fruit,
107937,plantain chip,nuts/seeds/grains,
108488,plum,fruit,
110277,plátano,other,
109206,poached,other,
109138,poblano,other,
110278,poblanos,other,
108311,polenta,nuts/seeds/grains,
110279,pollock,other,
108344,pomegranate,fruit,
110280,pomegranate juice,other,
108025,pomegranate vinaigrette,fats/oils,
108479,pomelo,fruit,
110281,pomodoro,other,
107984,ponzu,other,
108824,popcorn,nuts/seeds/grains,
110282,poppers,other,
112223,popping,other,
110283,poppy,other,
109157,poppy seed dressing,fats/oils,
108696,porchetta,other,
110284,porcini,other,
109075,porcini mushroom,nuts/seeds/grains,
900002,pork,meat,
108076,pork belly,fortifier,
109505,pork chop,meat,
109515,pork loin,fortifier,
108057,pork rinds,fats/oils,
108693,pork shank,meat,
109196,pork shoulder,meat,
109511,pork tenderloin,fortifier,
110285,portabella,other,
110286,portobello,other,
109068,portobello mushroom,other,
109382,potato,nuts/seeds/grains,
110287,potato roll,other,
109706,potato starch,other,
110289,powder,other,
110290,powdered,other,
109657,powdered sugar,sweetener,
108359,praline,nuts/seeds/grains,
108689,prawn,fortifier,
108306,prebiotic,other,
107978,preserved lemon,other,
108394,pretzel,nuts/seeds/grains,
110291,pretzel bun,other,
110292,pretzels,other,
108176,prickly pear,fruit,
109516,prime rib,other,
109295,probiotic,other,
109076,prosciutto,fats/oils,
109194,proscuitto,meat,
110293,prosecco,other,
109621,protein,fortifier,
109437,protein shake,fortifier,
109879,provolone,other,
109434,pudding,dairy,
110294,pulled,other,
109513,pulled pork,other,
110295,pulpo,other,
107955,pumpkin,other,
109560,pumpkin seed,nuts/seeds/grains,
112280,pumpkin spice,other,
110296,puree,other,
110297,purée,other,
110298,puttanesca sauce,other,
108680,quail,meat,
110299,quesillo,other,
108133,queso,dairy,
109827,queso blanco,other,
109102,queso dip,dairy,
109880,queso fresco,other,
109170,quinoa,nuts/seeds/grains,
108700,rabbit,other,
108701,raclette,dairy,
107878,radicchio,other,
109379,radish,other,
110301,ragu,other,
108056,rainbow trout,fortifier,
109636,raisin,fruit,
108635,raita,dairy,
110303,rajas,other,
112312,ranch,other,
110304,ranch dressing,other,
109132,ranchero,other,
107827,raspberry,fruit,
109481,raspberry vinaigrette,fats/oils,
109829,ravioli,other,
108273,raw honey,sweetener,
108114,red bean,nuts/seeds/grains,
110305,red bull,other,
109074,red cabbage,vegetable,
109725,red dye 40,other,
108044,red lentil,nuts/seeds/grains,
109381,red onion,other,
109604,red pepper flakes,other,
108927,red rice,nuts/seeds/grains,
108389,red velvet,other,
108817,red wine,other,
109486,red wine vinaigrette,fats/oils,
109832,red wine vinegar,other,
110307,refried,other,
109491,refried bean,other,
110308,refritos,other,
110309,reggiano,other,
110310,relish,other,
110311,relleno,other,
107999,remoulade,other,
110312,reposado,other,
108323,rhubarb,other,
110313,rib,other,
110314,ribeye,other,
109497,ribeye steak,fortifier,
110315,rice,other,
109429,rice cake,nuts/seeds/grains,
107934,rice crackers,nuts/seeds/grains,
107960,rice milk,nuts/seeds/grains,
109833,rice noodles,other,
109320,rice vinegar,nuts/seeds/grains,
108361,ricotta,dairy,
109834,ricotta salata,other,
110316,riesling,other,
109835,rigatoni,other,
109498,roast beef,other,
110320,roasted turkey breast,other,
109836,robiola,other,
108458,rock salt,other,
108565,rock sugar,sweetener,
110322,roma,other,
109391,roma tomato,fruit,
108592,romaine,other,
108522,romanesco,other,
110323,romano,other,
107985,romesco,nuts/seeds/grains,
108185,rooibos,other,
107835,root beer,other,
107895,roquefort,dairy,
108781,rose,other,
108449,rose cider,fruit,
109000,rose water,other,
108816,rose wine,other,
108821,rosemary,other,
108620,rosewater,other,
109837,rotini,other,
109547,rotisserie,other,
110325,rub,other,
109209,rubbed,other,
110326,rum,other,
109599,rum raisin,fruit,
109155,russian,other,
109001,rye,nuts/seeds/grains,
110327,rye bread,other,
108622,saba,fruit,
108009,saffron,other,
108980,sage,other,
109393,salami,other,
110329,salchicha,other,
109523,salmon,fortifier,
108673,salmon belly,fats/oils,
108675,salmon skin,fats/oils,
109421,salsa,other,
108601,salsa macha,fats/oils,
110330,salsa roja,other,
109145,salsa verde,other,
110331,salsas,other,
109556,salted,other,
108425,salted caramel,sweetener,
107935,salted chocolate,other,
107981,sambal,other,
110332,sandwich,other,
110333,sangria,other,
108050,sardine,fortifier,
110334,sashimi,other,
110335,sauces,other,
108804,sauerkraut,other,
109500,sausage,meat,
109535,sauteed,other,
110336,sauvignon,other,
108005,savory jam,other,
107852,savoy cabbage,vegetable,
109390,scallion,other,
109078,scallop,other,
109838,scamorza,other,
110337,scampi,other,
109542,scrambled,other,
109189,sea bass,other,
108946,sea buckthorn,fruit,
108181,sea salt,other,
108367,seasonal,other,
109541,seasoned,other,
109021,seaweed,other,
112475,secret sauce,other,
109094,seeds,nuts/seeds/grains,
108115,seitan,nuts/seeds/grains,
109374,seltzer water,other,
108309,semolina,nuts/seeds/grains,
110340,serrano,other,
108070,serrano ham,fortifier,
109025,serrano pepper,other,
108356,sesame,nuts/seeds/grains,
109156,sesame ginger,nuts/seeds/grains,
109840,sesame oil,other,
109559,sesame seed,nuts/seeds/grains,
109067,shallot,other,
108041,shallot vinaigrette,fats/oils,
109205,shaved,other,
110341,sherry,other,
110342,shiitake,other,
109062,shiitake mushroom,nuts/seeds/grains,
107898,shimeji,other,
110343,shishito,other,
107887,shishito pepper,other,
108855,shiso,other,
108072,short rib,fortifier,
109655,shortbread,nuts/seeds/grains,
108623,shoyu,other,
110344,shredded,other,
109179,shredded beef,fortifier,
110345,shrimp,other,
110346,shroom,other,
110347,shrooms,other,
109022,shrub,other,
112518,signature sauce,other,
109089,simple syrup,sweetener,
109503,sirloin,fortifier,
110348,skewer,other,
110349,skewers,other,
109446,skim milk,dairy,
110350,skinless,other,
110351,skirt,other,
109183,skirt steak,other,
108633,skordalia,other,
110460,slab bacon,other,
110352,slaw,other,
109216,smashed,other,
110461,smoked bacon,other,
110353,smoked cheddar,other,
110354,smoked ham,other,
108256,smoked paprika,spice,
108461,smoked salt,other,
112549,smooth,other,
110355,smoothie,other,
108171,smore,sweetener,
108113,snap peas,nuts/seeds/grains,
110356,snapper,other,
108230,snickerdoodle,sweetener,
108123,snow pea,other,
108703,soaked,other,
109842,soba,other,
108052,sockeye salmon,fortifier,
110357,soda,other,
108637,sofrito,other,
109176,sole,other,
110358,sorbet,other,
108726,sorghum,nuts/seeds/grains,
108499,sorrel,other,
108130,sour cream,dairy,
109639,sourdough,nuts/seeds/grains,
108808,soursop,fruit,
109549,southern fried,other,
110360,soy,other,
107965,soy milk,other,
109285,soy protein,other,
109397,soy sauce,other,
108029,soy vinaigrette,fats/oils,
108045,soybean,nuts/seeds/grains,
107847,spa water,other,
109006,spaghett,nuts/seeds/grains,
110361,spaghetti,other,
107886,spaghetti squash,nuts/seeds/grains,
110362,spam,other,
108137,spanish peanuts,nuts/seeds/grains,
110364,sparkling juice,other,
109372,sparkling water,other,
112597,special sauce,other,
112599,speck,other,
108727,spelt,nuts/seeds/grains,
107837,spiced apple,fruit,
112609,spicy mayo,other,
112610,spicy ranch,other,
108184,spinach,fortifier,
108589,spirulina,fortifier,
108490,spring onion,other,
109373,spring water,other,
110368,sprinkle,other,
108220,spumoni,dairy,
110370,squash,other,
108494,squash blossom,other,
110371,squid,other,
108039,sriracha,other,
110372,steak,other,
109201,steel cut,nuts/seeds/grains,
109223,steel cut oat,nuts/seeds/grains,
109314,steel cut oats,nuts/seeds/grains,
108681,steelhead,other,
109215,stewed,other,
108310,sticky rice,nuts/seeds/grains,
109844,stilton,other,
109894,stock,other,
109214,stone ground,nuts/seeds/grains,
108000,stout,other,
109845,stracchino,other,
109053,strawberry,fruit,
112648,strawberry cream cheese spread,other,
110373,strawberry jam,other,
109329,strawberry milk,dairy,
110376,suadero,other,
109401,sugar,sweetener,
108355,sugar cookie,sweetener,
109626,sugar free,sweetener,
108241,sumac,other,
109220,sun dried,other,
109080,sun dried tomato,other,
108528,sunchoke,nuts/seeds/grains,
110377,sundried,other,
110378,sunflower,other,
109713,sunflower oil,other,
109226,sunflower seed,nuts/seeds/grains,
109300,superfood,fortifier,
109302,sustainable,other,
112682,sweet & sour sauce,other,
109578,sweet and savory,other,
109452,sweet and sour,other,
110379,sweet and sour sauce,other,
112686,sweet and spicy,other,
109147,sweet chili sauce,other,
108818,sweet corn,nuts/seeds/grains,
108223,sweet cream,dairy,
108125,sweet pea,other,
109389,sweet potato,nuts/seeds/grains,
108330,sweet tea,sweetener,
109331,sweetened condensed milk,dairy,
107871,swiss chard,other,
109881,swiss cheese,other,
109188,swordfish,fortifier,
110380,syrah,other,
110381,syrup,other,
108849,szechuan peppercorn,other,
109501,t-bone steak,meat,
108606,tadka,other,
109891,tagliatelle,other,
108002,tahini,nuts/seeds/grains,
108965,tahitian vanilla,other,
108259,tajin,other,
110383,tajín,other,
109847,taleggio,other,
110384,tamal,other,
107889,tamari,other,
108327,tamarind,fruit,
110385,tamarindo,other,
108095,tandoori,other,
109055,tangerine,fruit,
108004,tapenade,nuts/seeds/grains,
109704,tapioca starch,other,
109100,taquito,other,
108596,taro,nuts/seeds/grains,
108254,tarragon,other,
108648,tarragon dressing,other,
110386,tart,other,
108212,tart cherry,fruit,
109458,tartar,other,
110387,tartar sauce,other,
110388,tartare,other,
108714,tataki,other,
110389,tea,other,
110390,teas,other,
108112,tempeh,nuts/seeds/grains,
110465,tempeh bacon,other,
109203,tempura,other,
112741,tender,other,
110392,tenderloin,other,
110393,tequila,other,
109453,teriyaki,other,
110394,teriyaki chicken,other,
112748,teriyaki glaze,other,
110395,teriyaki sauce,other,
112751,texas bbq,other,
110396,texas toast,other,
108007,thai basil,herbs/spices,
112755,thai chili sauce,other,
108216,thai tea,other,
110466,thick cut bacon,other,
110397,thigh,other,
109457,thousand island,other,
110399,thousand island dressing,other,
108432,thyme,other,
110400,tikka masala sauce,other,
109524,tilapia,other,
110401,tinga,other,
108329,tiramisu,dairy,
110402,tocino,other,
108387,toffee,sweetener,
109178,tofu,fortifier,
108249,togarashi,other,
109072,tomatillo,fruit,
110404,tomatillos,other,
108718,tomato,fruit,
110405,tomato basil sauce,other,
110406,tomato juice,other,
109086,tomato paste,other,
109850,tomato sauce,other,
108708,torched,other,
110407,toro,other,
108972,torshi,other,
109892,tortellini,other,
109852,tortiglioni,other,
110408,tortilla,other,
109426,tortilla chips,nuts/seeds/grains,
110409,tortillas,other,
110410,toscana,other,
108473,touch of spice,other,
108618,toum,other,
108814,tres leche,dairy,
109172,tri tip steak,meat,
108677,tripe,other,
109854,trofie,other,
109445,tropical,fruit,
109180,trout,other,
107901,truffle,other,
107818,truffle salt,other,
112814,truffle sauce,other,
108902,tulsi,other,
109114,tuna,fortifier,
109499,turkey,other,
109289,turkey bacon,fats/oils,
109612,turkey sausage,meat,
108175,turmeric,other,
107874,turnip,other,
108339,turtle,other,
109855,tvp,other,
109133,tzatziki,dairy,
107862,ube,other,
109856,udon,other,
108956,ume,fruit,
110467,uncured bacon,other,
110411,unsweetened,other,
109857,valrhona chocolate,other,
109443,vanilla,other,
109271,vanilla bean,other,
108073,veal,fortifier,
107927,vegan cheese,other,
108579,vegan chocolate,sweetener,
108157,vegetable juice,other,
109858,vegetable oil,other,
109859,vegetable stock,other,
110412,veggie‑burger patty,other,
112855,velvety,other,
108699,venison,fortifier,
112857,verde sauce,other,
110414,vermouth,other,
109454,vinaigrette,fats/oils,
110415,vindaloo sauce,other,
109456,vinegar,other,
108436,violet,other,
110416,vitamin,other,
110417,vodka,other,
109137,vodka sauce,other,
108082,wagyu,fortifier,
108110,walnut,nuts/seeds/grains,
108127,walnut milk,nuts/seeds/grains,
108030,wasabi,other,
112877,wasabi mayo,other,
107880,water chestnut,nuts/seeds/grains,
108531,water spinach,other,
108271,watercress,other,
107840,watermelon,fruit,
108530,watermelon radish,other,
108506,wax bean,vegetable,
109635,wheat,nuts/seeds/grains,
109311,wheat bran,nuts/seeds/grains,
108595,wheatgrass,nuts/seeds/grains,
109608,whey,dairy,
109715,whey protein,other,
109119,whey protein powder,fortifier,
107952,whipped cream,dairy,
109136,whiskey,other,
108020,white balsamic vinaigrette,fats/oils,
112908,white bbq sauce,other,
108068,white bean,nuts/seeds/grains,
109251,white chocolate,dairy,
109270,white cranberry,fruit,
109520,white fish,other,
109279,white pepper,other,
109634,white rice,nuts/seeds/grains,
109861,white sesame,other,
109862,white vinegar,other,
109863,white wine,other,
109607,whole grain,nuts/seeds/grains,
109146,whole grain mustard,nuts/seeds/grains,
109447,whole milk,dairy,
108386,whoopie pie,sweetener,
108179,wild berry,fruit,
109225,wild rice,nuts/seeds/grains,
108340,wine,other,
108001,wine reduction,other,
109455,wine sauce,other,
109641,wine vinegar,other,
108777,winter melon,other,
108501,wintermelon,other,
110423,wontons,other,
109207,wood fired,other,
109202,wood smoked,other,
109399,worcestershire,other,
109544,wrapped,other,
110424,wraps,other,
107892,xo sauce,other,
109059,yam,nuts/seeds/grains,
108662,yellow lentil,nuts/seeds/grains,
110425,yellow mustard,other,
109864,yellow onion,other,
108043,yellow split pea,nuts/seeds/grains,
109073,yellow squash,other,
108510,yellow tomato,fruit,
108686,yellowfin tuna,fortifier,
108066,yellowtail,fortifier,
108276,yerba mate,other,
109229,yogurt,dairy,
109150,yogurt dressing,dairy,
110426,yolk,other,
108720,yuba,other,
110427,yuca,other,
110428,yucca,other,
110429,yukon,other,
112969,yum yum sauce,other,
107976,yuzu,fruit,
109893,za'atar,other,
108247,zaatar,nuts/seeds/grains,
110430,zest,other,
112973,zesty sauce,other,
112974,zhoug,other,
109865,ziti,other,
108104,zucchini,other,
